ParentEduc_int,TestPrep_int,PracticeSport_int,WklyStudyHours_int,Gender_female,Gender_male,EthnicGroup_group A,EthnicGroup_group B,EthnicGroup_group C,EthnicGroup_group D,EthnicGroup_group E,LunchType_free/reduced,LunchType_standard,ParentMaritalStatus_divorced,ParentMaritalStatus_married,ParentMaritalStatus_single,ParentMaritalStatus_widowed,IsFirstChild_no,IsFirstChild_yes,TransportMeans_private,TransportMeans_school_bus,MathScore,ReadingScore,WritingScore
0,0,2,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,88,69,60
2,1,1,2,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,78,90,75
2,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,54,90,62
2,0,2,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,67,79,67
2,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,74,73,57
2,1,1,2,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,40,45,50
1,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,65,84,58
3,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,73,100,54
0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,52,63,57
0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,72,48,36
1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,75,97,59
2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,75,92,72
2,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,55,76,77
1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,68,49,30
0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,52,43,57
0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,93,58,78
1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,79,89,75
0,1,2,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,42,66,57
2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,62,58,59
1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,49,60,74
2,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,77,74,88
3,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,49,89,66
2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,49,59,49
0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,75,55,67
0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,87,87,74
1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,54,48,71
1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,71,96,65
0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,52,91,56
2,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,81,53,82
0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,86,75,59
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,80,29,78
0,0,2,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,64,81,82
1,0,2,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,42,83,40
3,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,79,69,50
1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,36,68,79
3,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,56,73,74
0,1,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,95,75,93
1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,62,76,70
2,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,46,59,39
0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,72,70,58
2,1,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,74,92,48
2,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,69,46,62
1,1,2,2,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,71,94,79
2,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,67,46,82
0,0,2,2,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,85,77,89
2,0,2,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,64,64,64
1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,41,84,76
1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,71,71,62
3,0,1,2,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,46,68,65
2,1,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,50,100,85
0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,61,64,84
0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,61,47,97
1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,59,60,76
0,0,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,83,51,74
1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,70,74,79
2,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,65,51,95
2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,46,85,92
0,0,2,2,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,100,54,53
2,1,2,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,83,51,77
1,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,66,37,79
2,0,2,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,68,61,80
1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,58,65,85
2,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,71,79,49
0,1,1,2,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,67,72,47
1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,56,75,51
2,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,65,58,78
1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,54,56,48
2,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,25,88,45
0,0,2,2,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,79,80,91
1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,54,77,82
3,0,2,2,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,68,71,100
0,0,2,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,74,80,66
2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,63,60,65
2,1,1,2,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,49,90,89
0,0,2,2,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,51,56,48
0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,76,71,88
1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,60,66,47
0,0,2,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,58,62,67
1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,61,62,43
0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,63,72,44
1,0,2,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,73,54,92
0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,73,60,76
0,0,2,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,66,65,54
1,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,64,55,86
2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,82,81,58
2,0,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,51,54,67
0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,76,75,87
2,0,2,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,50,100,75
1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,66,50,78
0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,61,82,77
2,0,1,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,94,86,39
2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,84,53,95
0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,56,73,100
1,0,2,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,72,76,62
0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,67,72,75
1,0,2,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,63,66,84
2,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,90,63,71
1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,91,71,59
1,1,0,2,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,49,83,68
0,0,2,2,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,59,53,50
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,49,66,57
2,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,59,47,80
1,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,81,84,77
1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,75,65,58
2,0,2,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,57,82,66
1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,69,83,93
2,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,56,80,80
2,1,2,2,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,38,88,75
0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,59,71,55
0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,45,94,67
2,1,2,2,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,68,57,72
3,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,59,54,62
0,1,2,2,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,65,85,89
0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,47,66,96
0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,68,81,76
1,0,2,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,88,89,83
2,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,62,86,71
0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,64,87,38
0,0,1,2,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,52,56,67
0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,77,77,67
1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,84,74,84
0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,97,52,63
1,1,1,2,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,63,71,61
1,0,2,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,49,79,74
0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,60,54,77
0,0,1,2,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,83,66,72
3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,55,76,53
1,1,2,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,75,80,49
0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,100,82,75
1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,79,61,77
2,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,92,58,57
2,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,92,71,94
0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,64,71,86
0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,69,41,48
1,0,2,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,60,67,75
1,1,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,82,68,51
2,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,78,67,72
2,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,79,62,78
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,78,68,96
0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,67,58,44
1,0,2,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,93,95,76
0,1,1,2,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,67,84,71
0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,12,99,42
1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,77,82,73
0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,60,82,66
0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,61,66,63
1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,67,64,62
0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,80,88,87
2,1,1,2,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,80,68,76
1,0,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,48,58,76
2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,73,74,69
2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,65,59,51
2,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,79,97,52
0,0,1,2,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,67,73,65
0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,45,60,81
0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,82,92,46
0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,49,62,74
1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,90,35,57
2,0,0,2,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,72,59,65
1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,85,65,84
1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,50,82,57
1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,46,47,66
2,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,63,52,89
0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,43,79,61
0,0,1,2,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,86,68,42
0,1,2,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,71,42,89
0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,99,88,92
0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,50,86,59
1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,86,86,55
3,0,2,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,98,58,93
0,0,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,85,66,61
0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,66,83,63
2,1,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,67,40,55
1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,78,78,84
2,0,1,2,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,70,56,67
0,0,2,2,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,79,63,69
0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,69,62,48
2,0,2,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,54,89,65
2,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,26,60,64
1,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,84,57,67
1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,61,78,74
1,1,2,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,60,65,69
3,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,51,73,44
1,0,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,68,74,30
1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,78,86,74
1,0,2,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,74,78,87
0,0,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,61,67,70
0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,91,56,44
1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,68,36,89
1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,86,43,75
1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,82,67,71
1,1,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,73,82,74
0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,64,64,78
0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,55,73,59
0,1,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,69,88,76
0,1,0,2,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,81,42,75
0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,85,58,85
0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,77,74,87
0,0,1,2,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,73,70,82
1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,64,62,75
2,0,2,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,43,91,74
0,0,2,2,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,81,80,83
2,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,72,88,43
1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,65,65,71
0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,62,81,63
0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,25,62,50
2,1,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,78,68,100
2,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,68,68,65
0,0,2,2,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,41,57,62
2,1,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,68,77,77
1,0,2,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,85,78,60
2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,51,68,97
1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,52,73,44
2,0,2,2,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,74,50,69
2,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,54,66,81
1,0,2,2,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,27,80,76
1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,43,55,68
2,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,64,90,53
0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,59,75,77
1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,79,59,68
2,0,1,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,70,84,69
0,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,57,75,61
2,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,70,56,62
1,1,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,60,80,67
0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,88,88,47
1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,71,67,66
0,0,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,50,88,57
2,0,1,2,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,75,89,38
0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,71,46,92
2,0,2,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,90,64,72
3,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,64,57,93
2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,91,79,68
2,0,2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,76,75,69
3,0,2,2,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,72,73,90
2,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,51,25,85
2,1,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,65,63,58
0,0,2,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,74,49,85
0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,61,72,36
0,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,55,44,78
0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,84,81,73
2,0,2,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,46,83,79
0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,62,78,63
0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,77,72,60
2,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,66,79,88
1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,82,68,69
3,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,94,87,54
2,0,2,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,79,59,61
3,1,2,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,61,82,62
1,0,1,2,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,55,83,76
1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,77,68,59
0,0,2,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,79,83,80
1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,99,81,80
3,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,53,82,55
0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,65,84,95
0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,66,77,84
1,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,76,85,80
2,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,71,55,68
2,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,87,87,50
0,0,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,80,46,78
0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,37,86,72
1,0,2,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,79,98,44
1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,82,66,62
0,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,81,61,55
0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,53,68,43
1,0,1,2,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,77,49,82
1,1,2,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,63,55,62
1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,77,61,44
2,1,0,2,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,57,59,63
3,0,2,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,88,64,48
0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,65,62,94
1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,66,70,55
1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,62,68,58
0,1,2,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,64,93,77
0,0,1,2,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,57,55,88
1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,58,60,66
2,0,2,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,62,91,59
2,1,2,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,47,73,76
2,0,2,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,90,85,44
0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,75,97,85
1,1,2,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,55,64,75
0,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,56,46,79
1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,66,48,77
1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,52,78,52
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,57,55,60
0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,87,60,65
2,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,53,60,74
